web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680878374-1365","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","16:00","Neblina","22°","9 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1366","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","16:30","Neblina","22°","20 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1367","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","17:00","Neblina","22°","20 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1368","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","17:30","Neblina","22°","26 km/h","60%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1369","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","18:00","Lluvia ligera","20°","35 > 54 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1370","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","18:30","Neblina","21°","28 > 48 km/h","53%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1371","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","18:43","Parcialmente cubierto","22°","35 > 54 km/h","43%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1372","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","19:00","Lluvia ligera","21°","17 > 39 km/h","40%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1373","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","19:30","Nubes dispersas","22°","30 > 52 km/h","43%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1374","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","20:00","Nubes dispersas","22°","17 km/h","38%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1375","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","20:30","Despejado","22°","28 km/h","46%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1376","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","21:00","Despejado","22°","24 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1377","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","21:30","Despejado","21°","19 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1378","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","22:00","Despejado","22°","13 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1379","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","22:30","Despejado","22°","13 km/h","57%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1380","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","23:00","Despejado","22°","11 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1381","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","23:30","Despejado","21°","11 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878377-1382","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","00:00","Despejado","20°","9 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1383","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1384","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","00:30","Despejado","20°","11 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1385","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","01:00","Despejado","20°","15 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1386","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","01:30","Despejado","21°","19 km/h","56%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1387","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","02:00","Despejado","21°","20 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1388","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","02:30","Despejado","21°","20 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1389","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","03:00","Despejado","20°","20 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1390","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","03:30","Despejado","20°","19 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1391","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","04:00","Despejado","20°","19 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1392","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","04:30","Despejado","20°","19 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1393","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","05:00","Despejado","21°","17 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1394","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","05:30","Despejado","21°","19 km/h","56%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1395","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","06:00","Despejado","21°","17 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1396","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","06:30","Despejado","20°","13 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1397","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","07:00","Despejado","21°","13 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1398","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","07:30","Despejado","21°","19 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1399","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","08:00","Despejado","21°","17 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1400","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","08:30","Despejado","21°","13 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1401","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","09:00","Despejado","21°","13 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1402","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","09:30","Despejado","22°","13 km/h","57%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1403","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","10:00","Despejado","22°","15 km/h","57%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1404","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","10:30","Despejado","22°","19 km/h","57%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1405","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","11:00","Nubes dispersas","22°","24 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1406","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","11:30","Nubes dispersas","22°","22 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1407","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","12:00","Nubes dispersas","23°","22 km/h","61%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1408","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","12:30","Nubes dispersas","23°","22 km/h","61%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1409","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","13:00","Despejado","24°","26 km/h","54%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1410","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","13:30","Nubes dispersas","23°","20 km/h","61%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1411","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","14:00","Nubes dispersas","23°","24 km/h","61%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1412","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","14:30","Nubes dispersas","23°","20 km/h","69%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1413","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","15:00","Nubes dispersas","23°","20 km/h","65%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1414","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","15:30","Nubes dispersas","23°","20 km/h","65%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1415","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","16:00","Nubes dispersas","23°","22 km/h","57%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1416","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","16:30","Despejado","23°","24 km/h","57%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1417","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","17:00","Despejado","23°","22 km/h","53%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1418","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","17:30","Despejado","23°","19 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1419","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","18:00","Despejado","23°","19 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1420","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","18:30","Despejado","23°","24 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1421","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","19:00","Despejado","22°","17 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1422","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","19:30","Despejado","22°","20 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1423","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","20:00","Despejado","21°","20 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1424","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","20:30","Despejado","22°","17 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1425","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","21:00","Despejado","21°","22 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1426","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","21:30","Despejado","21°","19 km/h","56%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1427","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","22:00","Despejado","21°","20 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1428","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","22:30","Despejado","21°","20 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1429","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","23:00","Despejado","21°","17 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878377-1430","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","23:30","Despejado","21°","15 km/h","56%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680878379-1431","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","00:00","Despejado","21°","15 km/h","53%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680878379-1432","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680878379-1433","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","00:30","Despejado","20°","13 km/h","56%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680878379-1434","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","01:00","Despejado","21°","11 km/h","49%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680878379-1435","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","01:30","Despejado","21°","15 > 39 km/h","49%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680878379-1436","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","02:00","Despejado","21°","13 km/h","53%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680878379-1437","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","02:30","Despejado","22°","9 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680878379-1438","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","03:00","Despejado","22°","6 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680878379-1439","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","03:30","Despejado","22°","7 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680878379-1440","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","04:00","Despejado","20°","11 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
